age_yrBP,co2_1k,co2_10k
621000.0,244.65282575731254,245.6139141225015
622000.0,243.62585509212423,243.2268030294591
623000.0,241.66683379468617,239.49409888959661
624000.0,238.36404537352058,234.8518848119251
625000.0,236.30641720965448,230.05028030103117
626000.0,228.98834588022993,225.48551993330688
627000.0,215.35636142767345,221.07609766603113
628000.0,204.9536520420408,216.5335118181452
629000.0,200.18934807739132,211.88962591791545
630000.0,200.75151467843543,207.37833904743025
631000.0,200.55860308455485,203.24133678302192
632000.0,198.19999661326514,199.77230515609364
633000.0,195.22797479238838,197.69023117998634
634000.0,193.2511766686686,196.6193253846988
635000.0,194.93639456557113,195.64432468875674
636000.0,194.29802961094737,194.53504937778408
637000.0,194.5356216666005,193.5414534572234
638000.0,194.24459408916553,192.85459198362247
639000.0,190.43934111797063,192.52503034313239
640000.0,189.65876156870868,192.65250434925696
641000.0,190.62264387894814,192.73179056642553
642000.0,191.3313818772557,192.4729678653561
643000.0,191.9323583874875,192.14723927132565
644000.0,194.52591672991431,191.99697409528412
645000.0,195.7292567372571,192.48119497697928
646000.0,191.70980260025303,192.64872648777887
647000.0,191.2783357262959,192.90257921786298
648000.0,192.74194232875013,192.5525081652965
649000.0,195.28154993492237,192.2117861222873
650000.0,191.33407667670437,192.12024591518917
651000.0,193.1611711797894,192.2967458116379
652000.0,187.83067135159072,193.1532345567216
653000.0,188.5251379573957,193.44694501179742
654000.0,193.61051465893289,193.0796073364288
655000.0,197.49425570174415,192.1074206766156
656000.0,200.2746900510904,191.69620344441233
657000.0,194.21544027705414,191.6770556735828
658000.0,189.06856557506396,191.91335775928354
659000.0,185.55968333679016,192.14881226715642
660000.0,187.22190435467198,191.91499070039643
661000.0,192.9696934714938,190.44998033035836
662000.0,190.1936922085983,188.37341414418427
663000.0,190.8796830361246,186.38910045303385
664000.0,191.2722989913328,185.08845473973844
