dt_yr,amp_sigma,min_persistence_yr,tol_yr,n_detected,n_ref,n_matched,recall,precision,f1,median_abs_age_error_yr,mean_abs_age_error_yr,addition_ratio_vs_ref
50,0.0,130.0,200,100,68,27,0.39705882352941174,0.27,0.32142857142857145,70.0,72.81481481481481,0.47058823529411775
50,0.0,130.0,300,100,68,36,0.5294117647058824,0.36,0.42857142857142855,94.0,113.52777777777777,0.47058823529411775
50,0.0,140.0,100,100,68,21,0.3088235294117647,0.21,0.25,49.0,54.904761904761905,0.47058823529411775
50,0.0,140.0,200,100,68,27,0.39705882352941174,0.27,0.32142857142857145,70.0,72.81481481481481,0.47058823529411775
50,0.0,140.0,300,100,68,36,0.5294117647058824,0.36,0.42857142857142855,94.0,113.52777777777777,0.47058823529411775
50,0.0,150.0,100,100,68,21,0.3088235294117647,0.21,0.25,49.0,54.904761904761905,0.47058823529411775
50,0.0,150.0,200,100,68,27,0.39705882352941174,0.27,0.32142857142857145,70.0,72.81481481481481,0.47058823529411775
50,0.0,150.0,300,100,68,36,0.5294117647058824,0.36,0.42857142857142855,94.0,113.52777777777777,0.47058823529411775
50,0.0,200.0,100,78,68,18,0.2647058823529412,0.23076923076923078,0.24657534246575344,59.0,58.5,0.1470588235294117
50,0.0,200.0,200,78,68,21,0.3088235294117647,0.2692307692307692,0.28767123287671237,70.0,71.0952380952381,0.1470588235294117
50,0.0,200.0,300,78,68,31,0.45588235294117646,0.3974358974358974,0.4246575342465754,97.0,123.6774193548387,0.1470588235294117
50,0.0,300.0,100,60,68,14,0.20588235294117646,0.23333333333333334,0.21874999999999997,69.5,58.357142857142854,-0.11764705882352944
50,0.0,300.0,200,60,68,16,0.23529411764705882,0.26666666666666666,0.25,75.0,71.6875,-0.11764705882352944
50,0.0,300.0,300,60,68,24,0.35294117647058826,0.4,0.37500000000000006,94.0,124.5,-0.11764705882352944
50,0.0,400.0,100,50,68,11,0.16176470588235295,0.22,0.1864406779661017,70.0,60.72727272727273,-0.2647058823529411
50,0.0,400.0,200,50,68,14,0.20588235294117646,0.28,0.23728813559322035,80.0,78.5,-0.2647058823529411
50,0.0,400.0,300,50,68,21,0.3088235294117647,0.42,0.3559322033898305,97.0,127.66666666666667,-0.2647058823529411
50,0.0,500.0,100,42,68,11,0.16176470588235295,0.2619047619047619,0.19999999999999998,69.0,58.0,-0.38235294117647056
50,0.0,500.0,200,42,68,14,0.20588235294117646,0.3333333333333333,0.2545454545454545,75.0,76.35714285714286,-0.38235294117647056
50,0.0,500.0,300,42,68,20,0.29411764705882354,0.47619047619047616,0.3636363636363637,94.0,120.0,-0.38235294117647056
50,0.1,0.0,100,220,68,27,0.39705882352941174,0.12272727272727273,0.1875,49.0,56.629629629629626,2.235294117647059
50,0.1,0.0,200,220,68,35,0.5147058823529411,0.1590909090909091,0.24305555555555558,80.0,80.6,2.235294117647059
50,0.1,0.0,300,220,68,47,0.6911764705882353,0.21363636363636362,0.32638888888888884,99.0,126.91489361702128,2.235294117647059
50,0.1,80.0,100,136,68,22,0.3235294117647059,0.16176470588235295,0.2156862745098039,59.0,57.86363636363637,1.0
50,0.1,80.0,200,136,68,30,0.4411764705882353,0.22058823529411764,0.29411764705882354,80.0,82.53333333333333,1.0
50,0.1,80.0,300,136,68,41,0.6029411764705882,0.3014705882352941,0.4019607843137255,110.0,136.78048780487805,1.0
50,0.1,90.0,100,136,68,22,0.3235294117647059,0.16176470588235295,0.2156862745098039,59.0,57.86363636363637,1.0
50,0.1,90.0,200,136,68,30,0.4411764705882353,0.22058823529411764,0.29411764705882354,80.0,82.53333333333333,1.0
50,0.1,90.0,300,136,68,41,0.6029411764705882,0.3014705882352941,0.4019607843137255,110.0,136.78048780487805,1.0
50,0.1,100.0,100,136,68,22,0.3235294117647059,0.16176470588235295,0.2156862745098039,59.0,57.86363636363637,1.0
50,0.1,100.0,200,136,68,30,0.4411764705882353,0.22058823529411764,0.29411764705882354,80.0,82.53333333333333,1.0
50,0.1,100.0,300,136,68,41,0.6029411764705882,0.3014705882352941,0.4019607843137255,110.0,136.78048780487805,1.0
50,0.1,110.0,100,98,68,21,0.3088235294117647,0.21428571428571427,0.25301204819277107,49.0,54.904761904761905,0.4411764705882353
50,0.1,110.0,200,98,68,27,0.39705882352941174,0.2755102040816326,0.3253012048192771,70.0,72.81481481481481,0.4411764705882353
50,0.1,110.0,300,98,68,36,0.5294117647058824,0.3673469387755102,0.4337349397590361,94.0,113.52777777777777,0.4411764705882353
50,0.1,120.0,100,98,68,21,0.3088235294117647,0.21428571428571427,0.25301204819277107,49.0,54.904761904761905,0.4411764705882353
50,0.1,120.0,200,98,68,27,0.39705882352941174,0.2755102040816326,0.3253012048192771,70.0,72.81481481481481,0.4411764705882353
50,0.1,120.0,300,98,68,36,0.5294117647058824,0.3673469387755102,0.4337349397590361,94.0,113.52777777777777,0.4411764705882353
50,0.1,130.0,100,98,68,21,0.3088235294117647,0.21428571428571427,0.25301204819277107,49.0,54.904761904761905,0.4411764705882353
50,0.1,130.0,200,98,68,27,0.39705882352941174,0.2755102040816326,0.3253012048192771,70.0,72.81481481481481,0.4411764705882353
50,0.1,130.0,300,98,68,36,0.5294117647058824,0.3673469387755102,0.4337349397590361,94.0,113.52777777777777,0.4411764705882353
50,0.1,140.0,100,98,68,21,0.3088235294117647,0.21428571428571427,0.25301204819277107,49.0,54.904761904761905,0.4411764705882353
50,0.1,140.0,200,98,68,27,0.39705882352941174,0.2755102040816326,0.3253012048192771,70.0,72.81481481481481,0.4411764705882353
50,0.1,140.0,300,98,68,36,0.5294117647058824,0.3673469387755102,0.4337349397590361,94.0,113.52777777777777,0.4411764705882353
50,0.1,150.0,100,98,68,21,0.3088235294117647,0.21428571428571427,0.25301204819277107,49.0,54.904761904761905,0.4411764705882353
50,0.1,150.0,200,98,68,27,0.39705882352941174,0.2755102040816326,0.3253012048192771,70.0,72.81481481481481,0.4411764705882353
50,0.1,150.0,300,98,68,36,0.5294117647058824,0.3673469387755102,0.4337349397590361,94.0,113.52777777777777,0.4411764705882353
50,0.1,200.0,100,78,68,18,0.2647058823529412,0.23076923076923078,0.24657534246575344,59.0,58.5,0.1470588235294117
50,0.1,200.0,200,78,68,21,0.3088235294117647,0.2692307692307692,0.28767123287671237,70.0,71.0952380952381,0.1470588235294117
50,0.1,200.0,300,78,68,31,0.45588235294117646,0.3974358974358974,0.4246575342465754,97.0,123.6774193548387,0.1470588235294117
50,0.1,300.0,100,60,68,14,0.20588235294117646,0.23333333333333334,0.21874999999999997,69.5,58.357142857142854,-0.11764705882352944
50,0.1,300.0,200,60,68,16,0.23529411764705882,0.26666666666666666,0.25,75.0,71.6875,-0.11764705882352944
50,0.1,300.0,300,60,68,24,0.35294117647058826,0.4,0.37500000000000006,94.0,124.5,-0.11764705882352944
50,0.1,400.0,100,50,68,11,0.16176470588235295,0.22,0.1864406779661017,70.0,60.72727272727273,-0.2647058823529411
50,0.1,400.0,200,50,68,14,0.20588235294117646,0.28,0.23728813559322035,80.0,78.5,-0.2647058823529411
50,0.1,400.0,300,50,68,21,0.3088235294117647,0.42,0.3559322033898305,97.0,127.66666666666667,-0.2647058823529411
50,0.1,500.0,100,42,68,11,0.16176470588235295,0.2619047619047619,0.19999999999999998,69.0,58.0,-0.38235294117647056
50,0.1,500.0,200,42,68,14,0.20588235294117646,0.3333333333333333,0.2545454545454545,75.0,76.35714285714286,-0.38235294117647056
50,0.1,500.0,300,42,68,20,0.29411764705882354,0.47619047619047616,0.3636363636363637,94.0,120.0,-0.38235294117647056
50,0.2,0.0,100,182,68,26,0.38235294117647056,0.14285714285714285,0.20800000000000002,49.0,56.15384615384615,1.676470588235294
50,0.2,0.0,200,182,68,35,0.5147058823529411,0.19230769230769232,0.28,80.0,81.51428571428572,1.676470588235294
50,0.2,0.0,300,182,68,46,0.6764705882352942,0.25274725274725274,0.368,99.0,123.84782608695652,1.676470588235294
50,0.2,80.0,100,126,68,22,0.3235294117647059,0.1746031746031746,0.2268041237113402,59.0,57.86363636363637,0.8529411764705883
50,0.2,80.0,200,126,68,30,0.4411764705882353,0.23809523809523808,0.3092783505154639,80.0,82.53333333333333,0.8529411764705883
50,0.2,80.0,300,126,68,41,0.6029411764705882,0.3253968253968254,0.422680412371134,110.0,136.78048780487805,0.8529411764705883
50,0.2,90.0,100,126,68,22,0.3235294117647059,0.1746031746031746,0.2268041237113402,59.0,57.86363636363637,0.8529411764705883
50,0.2,90.0,200,126,68,30,0.4411764705882353,0.23809523809523808,0.3092783505154639,80.0,82.53333333333333,0.8529411764705883
50,0.2,90.0,300,126,68,41,0.6029411764705882,0.3253968253968254,0.422680412371134,110.0,136.78048780487805,0.8529411764705883
50,0.2,100.0,100,126,68,22,0.3235294117647059,0.1746031746031746,0.2268041237113402,59.0,57.86363636363637,0.8529411764705883
50,0.2,100.0,200,126,68,30,0.4411764705882353,0.23809523809523808,0.3092783505154639,80.0,82.53333333333333,0.8529411764705883
50,0.2,100.0,300,126,68,41,0.6029411764705882,0.3253968253968254,0.422680412371134,110.0,136.78048780487805,0.8529411764705883
50,0.2,110.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.2,110.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.2,110.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.2,120.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.2,120.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.2,120.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.2,130.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.2,130.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.2,130.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.2,140.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.2,140.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.2,140.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.2,150.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.2,150.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.2,150.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.2,200.0,100,78,68,18,0.2647058823529412,0.23076923076923078,0.24657534246575344,59.0,58.5,0.1470588235294117
50,0.2,200.0,200,78,68,21,0.3088235294117647,0.2692307692307692,0.28767123287671237,70.0,71.0952380952381,0.1470588235294117
50,0.2,200.0,300,78,68,31,0.45588235294117646,0.3974358974358974,0.4246575342465754,97.0,123.6774193548387,0.1470588235294117
50,0.2,300.0,100,60,68,14,0.20588235294117646,0.23333333333333334,0.21874999999999997,69.5,58.357142857142854,-0.11764705882352944
50,0.2,300.0,200,60,68,16,0.23529411764705882,0.26666666666666666,0.25,75.0,71.6875,-0.11764705882352944
50,0.2,300.0,300,60,68,24,0.35294117647058826,0.4,0.37500000000000006,94.0,124.5,-0.11764705882352944
50,0.2,400.0,100,50,68,11,0.16176470588235295,0.22,0.1864406779661017,70.0,60.72727272727273,-0.2647058823529411
50,0.2,400.0,200,50,68,14,0.20588235294117646,0.28,0.23728813559322035,80.0,78.5,-0.2647058823529411
50,0.2,400.0,300,50,68,21,0.3088235294117647,0.42,0.3559322033898305,97.0,127.66666666666667,-0.2647058823529411
50,0.2,500.0,100,42,68,11,0.16176470588235295,0.2619047619047619,0.19999999999999998,69.0,58.0,-0.38235294117647056
50,0.2,500.0,200,42,68,14,0.20588235294117646,0.3333333333333333,0.2545454545454545,75.0,76.35714285714286,-0.38235294117647056
50,0.2,500.0,300,42,68,20,0.29411764705882354,0.47619047619047616,0.3636363636363637,94.0,120.0,-0.38235294117647056
50,0.21,0.0,100,182,68,26,0.38235294117647056,0.14285714285714285,0.20800000000000002,49.0,56.15384615384615,1.676470588235294
50,0.21,0.0,200,182,68,35,0.5147058823529411,0.19230769230769232,0.28,80.0,81.51428571428572,1.676470588235294
50,0.21,0.0,300,182,68,46,0.6764705882352942,0.25274725274725274,0.368,99.0,123.84782608695652,1.676470588235294
50,0.21,80.0,100,126,68,22,0.3235294117647059,0.1746031746031746,0.2268041237113402,59.0,57.86363636363637,0.8529411764705883
50,0.21,80.0,200,126,68,30,0.4411764705882353,0.23809523809523808,0.3092783505154639,80.0,82.53333333333333,0.8529411764705883
50,0.21,80.0,300,126,68,41,0.6029411764705882,0.3253968253968254,0.422680412371134,110.0,136.78048780487805,0.8529411764705883
50,0.21,90.0,100,126,68,22,0.3235294117647059,0.1746031746031746,0.2268041237113402,59.0,57.86363636363637,0.8529411764705883
50,0.21,90.0,200,126,68,30,0.4411764705882353,0.23809523809523808,0.3092783505154639,80.0,82.53333333333333,0.8529411764705883
50,0.21,90.0,300,126,68,41,0.6029411764705882,0.3253968253968254,0.422680412371134,110.0,136.78048780487805,0.8529411764705883
50,0.21,100.0,100,126,68,22,0.3235294117647059,0.1746031746031746,0.2268041237113402,59.0,57.86363636363637,0.8529411764705883
50,0.21,100.0,200,126,68,30,0.4411764705882353,0.23809523809523808,0.3092783505154639,80.0,82.53333333333333,0.8529411764705883
50,0.21,100.0,300,126,68,41,0.6029411764705882,0.3253968253968254,0.422680412371134,110.0,136.78048780487805,0.8529411764705883
50,0.21,110.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.21,110.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.21,110.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.21,120.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.21,120.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.21,120.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.21,130.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.21,130.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.21,130.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.21,140.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.21,140.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.21,140.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.21,150.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.21,150.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.21,150.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.21,200.0,100,78,68,18,0.2647058823529412,0.23076923076923078,0.24657534246575344,59.0,58.5,0.1470588235294117
50,0.21,200.0,200,78,68,21,0.3088235294117647,0.2692307692307692,0.28767123287671237,70.0,71.0952380952381,0.1470588235294117
50,0.21,200.0,300,78,68,31,0.45588235294117646,0.3974358974358974,0.4246575342465754,97.0,123.6774193548387,0.1470588235294117
50,0.21,300.0,100,60,68,14,0.20588235294117646,0.23333333333333334,0.21874999999999997,69.5,58.357142857142854,-0.11764705882352944
50,0.21,300.0,200,60,68,16,0.23529411764705882,0.26666666666666666,0.25,75.0,71.6875,-0.11764705882352944
50,0.21,300.0,300,60,68,24,0.35294117647058826,0.4,0.37500000000000006,94.0,124.5,-0.11764705882352944
50,0.21,400.0,100,50,68,11,0.16176470588235295,0.22,0.1864406779661017,70.0,60.72727272727273,-0.2647058823529411
50,0.21,400.0,200,50,68,14,0.20588235294117646,0.28,0.23728813559322035,80.0,78.5,-0.2647058823529411
50,0.21,400.0,300,50,68,21,0.3088235294117647,0.42,0.3559322033898305,97.0,127.66666666666667,-0.2647058823529411
50,0.21,500.0,100,42,68,11,0.16176470588235295,0.2619047619047619,0.19999999999999998,69.0,58.0,-0.38235294117647056
50,0.21,500.0,200,42,68,14,0.20588235294117646,0.3333333333333333,0.2545454545454545,75.0,76.35714285714286,-0.38235294117647056
50,0.21,500.0,300,42,68,20,0.29411764705882354,0.47619047619047616,0.3636363636363637,94.0,120.0,-0.38235294117647056
50,0.22,0.0,100,176,68,26,0.38235294117647056,0.14772727272727273,0.21311475409836067,49.0,56.15384615384615,1.5882352941176472
50,0.22,0.0,200,176,68,35,0.5147058823529411,0.19886363636363635,0.28688524590163933,80.0,81.51428571428572,1.5882352941176472
50,0.22,0.0,300,176,68,46,0.6764705882352942,0.26136363636363635,0.3770491803278689,99.0,123.84782608695652,1.5882352941176472
50,0.22,80.0,100,122,68,22,0.3235294117647059,0.18032786885245902,0.23157894736842105,59.0,57.86363636363637,0.7941176470588236
50,0.22,80.0,200,122,68,30,0.4411764705882353,0.2459016393442623,0.3157894736842105,80.0,82.53333333333333,0.7941176470588236
50,0.22,80.0,300,122,68,41,0.6029411764705882,0.3360655737704918,0.43157894736842106,110.0,136.78048780487805,0.7941176470588236
50,0.22,90.0,100,122,68,22,0.3235294117647059,0.18032786885245902,0.23157894736842105,59.0,57.86363636363637,0.7941176470588236
50,0.22,90.0,200,122,68,30,0.4411764705882353,0.2459016393442623,0.3157894736842105,80.0,82.53333333333333,0.7941176470588236
50,0.22,90.0,300,122,68,41,0.6029411764705882,0.3360655737704918,0.43157894736842106,110.0,136.78048780487805,0.7941176470588236
50,0.22,100.0,100,122,68,22,0.3235294117647059,0.18032786885245902,0.23157894736842105,59.0,57.86363636363637,0.7941176470588236
50,0.22,100.0,200,122,68,30,0.4411764705882353,0.2459016393442623,0.3157894736842105,80.0,82.53333333333333,0.7941176470588236
50,0.22,100.0,300,122,68,41,0.6029411764705882,0.3360655737704918,0.43157894736842106,110.0,136.78048780487805,0.7941176470588236
50,0.22,110.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.22,110.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.22,110.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.22,120.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.22,120.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.22,120.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.22,130.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.22,130.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.22,130.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.22,140.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.22,140.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.22,140.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.22,150.0,100,96,68,21,0.3088235294117647,0.21875,0.25609756097560976,49.0,54.904761904761905,0.41176470588235303
50,0.22,150.0,200,96,68,27,0.39705882352941174,0.28125,0.32926829268292684,70.0,72.81481481481481,0.41176470588235303
50,0.22,150.0,300,96,68,36,0.5294117647058824,0.375,0.4390243902439025,94.0,113.52777777777777,0.41176470588235303
50,0.22,200.0,100,78,68,18,0.2647058823529412,0.23076923076923078,0.24657534246575344,59.0,58.5,0.1470588235294117
50,0.22,200.0,200,78,68,21,0.3088235294117647,0.2692307692307692,0.28767123287671237,70.0,71.0952380952381,0.1470588235294117
50,0.22,200.0,300,78,68,31,0.45588235294117646,0.3974358974358974,0.4246575342465754,97.0,123.6774193548387,0.1470588235294117
50,0.22,300.0,100,60,68,14,0.20588235294117646,0.23333333333333334,0.21874999999999997,69.5,58.357142857142854,-0.11764705882352944
50,0.22,300.0,200,60,68,16,0.23529411764705882,0.26666666666666666,0.25,75.0,71.6875,-0.11764705882352944
50,0.22,300.0,300,60,68,24,0.35294117647058826,0.4,0.37500000000000006,94.0,124.5,-0.11764705882352944
50,0.22,400.0,100,50,68,11,0.16176470588235295,0.22,0.1864406779661017,70.0,60.72727272727273,-0.2647058823529411
50,0.22,400.0,200,50,68,14,0.20588235294117646,0.28,0.23728813559322035,80.0,78.5,-0.2647058823529411
50,0.22,400.0,300,50,68,21,0.3088235294117647,0.42,0.3559322033898305,97.0,127.66666666666667,-0.2647058823529411
50,0.22,500.0,100,42,68,11,0.16176470588235295,0.2619047619047619,0.19999999999999998,69.0,58.0,-0.38235294117647056
50,0.22,500.0,200,42,68,14,0.20588235294117646,0.3333333333333333,0.2545454545454545,75.0,76.35714285714286,-0.38235294117647056
50,0.22,500.0,300,42,68,20,0.29411764705882354,0.47619047619047616,0.3636363636363637,94.0,120.0,-0.38235294117647056
50,0.23,0.0,100,168,68,26,0.38235294117647056,0.15476190476190477,0.22033898305084745,49.0,56.15384615384615,1.4705882352941178
50,0.23,0.0,200,168,68,35,0.5147058823529411,0.20833333333333334,0.2966101694915254,80.0,81.51428571428572,1.4705882352941178
50,0.23,0.0,300,168,68,46,0.6764705882352942,0.27380952380952384,0.38983050847457634,99.0,123.84782608695652,1.4705882352941178
50,0.23,80.0,100,118,68,22,0.3235294117647059,0.1864406779661017,0.23655913978494625,59.0,57.86363636363637,0.7352941176470589
50,0.23,80.0,200,118,68,30,0.4411764705882353,0.2542372881355932,0.3225806451612903,80.0,82.53333333333333,0.7352941176470589
50,0.23,80.0,300,118,68,40,0.5882352941176471,0.3389830508474576,0.43010752688172044,99.0,122.95,0.7352941176470589
50,0.23,90.0,100,118,68,22,0.3235294117647059,0.1864406779661017,0.23655913978494625,59.0,57.86363636363637,0.7352941176470589
50,0.23,90.0,200,118,68,30,0.4411764705882353,0.2542372881355932,0.3225806451612903,80.0,82.53333333333333,0.7352941176470589
50,0.23,90.0,300,118,68,40,0.5882352941176471,0.3389830508474576,0.43010752688172044,99.0,122.95,0.7352941176470589
50,0.23,100.0,100,118,68,22,0.3235294117647059,0.1864406779661017,0.23655913978494625,59.0,57.86363636363637,0.7352941176470589
50,0.23,100.0,200,118,68,30,0.4411764705882353,0.2542372881355932,0.3225806451612903,80.0,82.53333333333333,0.7352941176470589
50,0.23,100.0,300,118,68,40,0.5882352941176471,0.3389830508474576,0.43010752688172044,99.0,122.95,0.7352941176470589
50,0.23,110.0,100,94,68,21,0.3088235294117647,0.22340425531914893,0.2592592592592593,49.0,54.904761904761905,0.38235294117647056
50,0.23,110.0,200,94,68,27,0.39705882352941174,0.2872340425531915,0.3333333333333333,70.0,72.81481481481481,0.38235294117647056
50,0.23,110.0,300,94,68,36,0.5294117647058824,0.3829787234042553,0.4444444444444445,94.0,113.52777777777777,0.38235294117647056
50,0.23,120.0,100,94,68,21,0.3088235294117647,0.22340425531914893,0.2592592592592593,49.0,54.904761904761905,0.38235294117647056
50,0.23,120.0,200,94,68,27,0.39705882352941174,0.2872340425531915,0.3333333333333333,70.0,72.81481481481481,0.38235294117647056
50,0.23,120.0,300,94,68,36,0.5294117647058824,0.3829787234042553,0.4444444444444445,94.0,113.52777777777777,0.38235294117647056
50,0.23,130.0,100,94,68,21,0.3088235294117647,0.22340425531914893,0.2592592592592593,49.0,54.904761904761905,0.38235294117647056
50,0.23,130.0,200,94,68,27,0.39705882352941174,0.2872340425531915,0.3333333333333333,70.0,72.81481481481481,0.38235294117647056
50,0.23,130.0,300,94,68,36,0.5294117647058824,0.3829787234042553,0.4444444444444445,94.0,113.52777777777777,0.38235294117647056
50,0.23,140.0,100,94,68,21,0.3088235294117647,0.22340425531914893,0.2592592592592593,49.0,54.904761904761905,0.38235294117647056
50,0.23,140.0,200,94,68,27,0.39705882352941174,0.2872340425531915,0.3333333333333333,70.0,72.81481481481481,0.38235294117647056
