amp_sigma,min_persistence_yr,f1_100,f1_200,f1_300,median_abs_age_error_yr_100,median_abs_age_error_yr_200,median_abs_age_error_yr_300,n_detected_100,n_detected_200,n_detected_300,precision_100,precision_200,precision_300,recall_100,recall_200,recall_300,score_primary
0.27,0.0,0.22522522522522523,0.3063063063063063,0.3963963963963964,49.0,80.0,99.0,154.0,154.0,154.0,0.16233766233766234,0.22077922077922077,0.2857142857142857,0.36764705882352944,0.5,0.6470588235294118,0.6613009009009009
0.27,80.0,0.2173913043478261,0.3152173913043478,0.4130434782608695,59.0,89.0,100.0,116.0,116.0,116.0,0.1724137931034483,0.25,0.3275862068965517,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6806521739130434
0.27,90.0,0.2173913043478261,0.3152173913043478,0.4130434782608695,59.0,89.0,100.0,116.0,116.0,116.0,0.1724137931034483,0.25,0.3275862068965517,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6806521739130434
0.27,100.0,0.2173913043478261,0.3152173913043478,0.4130434782608695,59.0,89.0,100.0,116.0,116.0,116.0,0.1724137931034483,0.25,0.3275862068965517,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6806521739130434
0.27,110.0,0.2375,0.3125,0.425,49.0,80.0,98.0,92.0,92.0,92.0,0.20652173913043478,0.2717391304347826,0.3695652173913043,0.27941176470588236,0.36764705882352944,0.5,0.69955
0.27,120.0,0.2375,0.3125,0.425,49.0,80.0,98.0,92.0,92.0,92.0,0.20652173913043478,0.2717391304347826,0.3695652173913043,0.27941176470588236,0.36764705882352944,0.5,0.69955
0.27,130.0,0.2375,0.3125,0.425,49.0,80.0,98.0,92.0,92.0,92.0,0.20652173913043478,0.2717391304347826,0.3695652173913043,0.27941176470588236,0.36764705882352944,0.5,0.69955
0.27,140.0,0.2375,0.3125,0.425,49.0,80.0,98.0,92.0,92.0,92.0,0.20652173913043478,0.2717391304347826,0.3695652173913043,0.27941176470588236,0.36764705882352944,0.5,0.69955
0.27,150.0,0.2375,0.3125,0.425,49.0,80.0,98.0,92.0,92.0,92.0,0.20652173913043478,0.2717391304347826,0.3695652173913043,0.27941176470588236,0.36764705882352944,0.5,0.69955
0.27,200.0,0.24657534246575344,0.28767123287671237,0.4246575342465754,59.0,70.0,97.0,78.0,78.0,78.0,0.23076923076923078,0.2692307692307692,0.3974358974358974,0.2647058823529412,0.3088235294117647,0.45588235294117646,0.6858575342465754
0.27,300.0,0.21874999999999997,0.25,0.37500000000000006,69.5,75.0,94.0,60.0,60.0,60.0,0.23333333333333334,0.26666666666666666,0.4,0.20588235294117646,0.23529411764705882,0.35294117647058826,0.5999000000000001
0.27,400.0,0.1864406779661017,0.23728813559322035,0.3559322033898305,70.0,80.0,97.0,50.0,50.0,50.0,0.22,0.28,0.42,0.16176470588235295,0.20588235294117646,0.3088235294117647,0.5578101694915254
0.27,500.0,0.19999999999999998,0.2545454545454545,0.3636363636363637,69.0,75.0,94.0,42.0,42.0,42.0,0.2619047619047619,0.3333333333333333,0.47619047619047616,0.16176470588235295,0.20588235294117646,0.29411764705882354,0.5842181818181819
0.28,0.0,0.2272727272727273,0.3090909090909091,0.4,49.0,80.0,99.0,152.0,152.0,152.0,0.16447368421052633,0.2236842105263158,0.2894736842105263,0.36764705882352944,0.5,0.6470588235294118,0.6676727272727273
0.28,80.0,0.22222222222222224,0.32222222222222224,0.4222222222222223,59.0,89.0,100.0,112.0,112.0,112.0,0.17857142857142858,0.25892857142857145,0.3392857142857143,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6966666666666667
0.28,90.0,0.22222222222222224,0.32222222222222224,0.4222222222222223,59.0,89.0,100.0,112.0,112.0,112.0,0.17857142857142858,0.25892857142857145,0.3392857142857143,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6966666666666667
0.28,100.0,0.22222222222222224,0.32222222222222224,0.4222222222222223,59.0,89.0,100.0,112.0,112.0,112.0,0.17857142857142858,0.25892857142857145,0.3392857142857143,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6966666666666667
0.28,110.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.28,120.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.28,130.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.28,140.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.28,150.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.28,200.0,0.25,0.2916666666666667,0.4305555555555555,59.0,70.0,97.0,76.0,76.0,76.0,0.23684210526315788,0.27631578947368424,0.40789473684210525,0.2647058823529412,0.3088235294117647,0.45588235294117646,0.6959222222222221
0.28,300.0,0.21874999999999997,0.25,0.37500000000000006,69.5,75.0,94.0,60.0,60.0,60.0,0.23333333333333334,0.26666666666666666,0.4,0.20588235294117646,0.23529411764705882,0.35294117647058826,0.5999000000000001
0.28,400.0,0.1864406779661017,0.23728813559322035,0.3559322033898305,70.0,80.0,97.0,50.0,50.0,50.0,0.22,0.28,0.42,0.16176470588235295,0.20588235294117646,0.3088235294117647,0.5578101694915254
0.28,500.0,0.19999999999999998,0.2545454545454545,0.3636363636363637,69.0,75.0,94.0,42.0,42.0,42.0,0.2619047619047619,0.3333333333333333,0.47619047619047616,0.16176470588235295,0.20588235294117646,0.29411764705882354,0.5842181818181819
0.29,0.0,0.2272727272727273,0.3090909090909091,0.4,49.0,80.0,99.0,152.0,152.0,152.0,0.16447368421052633,0.2236842105263158,0.2894736842105263,0.36764705882352944,0.5,0.6470588235294118,0.6676727272727273
0.29,80.0,0.22222222222222224,0.32222222222222224,0.4222222222222223,59.0,89.0,100.0,112.0,112.0,112.0,0.17857142857142858,0.25892857142857145,0.3392857142857143,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6966666666666667
0.29,90.0,0.22222222222222224,0.32222222222222224,0.4222222222222223,59.0,89.0,100.0,112.0,112.0,112.0,0.17857142857142858,0.25892857142857145,0.3392857142857143,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6966666666666667
0.29,100.0,0.22222222222222224,0.32222222222222224,0.4222222222222223,59.0,89.0,100.0,112.0,112.0,112.0,0.17857142857142858,0.25892857142857145,0.3392857142857143,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6966666666666667
0.29,110.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.29,120.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.29,130.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.29,140.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.29,150.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.29,200.0,0.25,0.2916666666666667,0.4305555555555555,59.0,70.0,97.0,76.0,76.0,76.0,0.23684210526315788,0.27631578947368424,0.40789473684210525,0.2647058823529412,0.3088235294117647,0.45588235294117646,0.6959222222222221
0.29,300.0,0.21874999999999997,0.25,0.37500000000000006,69.5,75.0,94.0,60.0,60.0,60.0,0.23333333333333334,0.26666666666666666,0.4,0.20588235294117646,0.23529411764705882,0.35294117647058826,0.5999000000000001
0.29,400.0,0.1864406779661017,0.23728813559322035,0.3559322033898305,70.0,80.0,97.0,50.0,50.0,50.0,0.22,0.28,0.42,0.16176470588235295,0.20588235294117646,0.3088235294117647,0.5578101694915254
0.29,500.0,0.19999999999999998,0.2545454545454545,0.3636363636363637,69.0,75.0,94.0,42.0,42.0,42.0,0.2619047619047619,0.3333333333333333,0.47619047619047616,0.16176470588235295,0.20588235294117646,0.29411764705882354,0.5842181818181819
0.3,0.0,0.22935779816513763,0.3119266055045871,0.4036697247706422,49.0,80.0,99.0,150.0,150.0,150.0,0.16666666666666666,0.22666666666666666,0.29333333333333333,0.36764705882352944,0.5,0.6470588235294118,0.6741614678899083
0.3,80.0,0.22222222222222224,0.32222222222222224,0.4222222222222223,59.0,89.0,100.0,112.0,112.0,112.0,0.17857142857142858,0.25892857142857145,0.3392857142857143,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6966666666666667
0.3,90.0,0.22222222222222224,0.32222222222222224,0.4222222222222223,59.0,89.0,100.0,112.0,112.0,112.0,0.17857142857142858,0.25892857142857145,0.3392857142857143,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6966666666666667
0.3,100.0,0.22222222222222224,0.32222222222222224,0.4222222222222223,59.0,89.0,100.0,112.0,112.0,112.0,0.17857142857142858,0.25892857142857145,0.3392857142857143,0.29411764705882354,0.4264705882352941,0.5588235294117647,0.6966666666666667
0.3,110.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.3,120.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.3,130.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.3,140.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.3,150.0,0.24050632911392403,0.31645569620253167,0.43037974683544306,49.0,80.0,98.0,90.0,90.0,90.0,0.2111111111111111,0.2777777777777778,0.37777777777777777,0.27941176470588236,0.36764705882352944,0.5,0.7089012658227848
0.3,200.0,0.25,0.2916666666666667,0.4305555555555555,59.0,70.0,97.0,76.0,76.0,76.0,0.23684210526315788,0.27631578947368424,0.40789473684210525,0.2647058823529412,0.3088235294117647,0.45588235294117646,0.6959222222222221
0.3,300.0,0.21874999999999997,0.25,0.37500000000000006,69.5,75.0,94.0,60.0,60.0,60.0,0.23333333333333334,0.26666666666666666,0.4,0.20588235294117646,0.23529411764705882,0.35294117647058826,0.5999000000000001
0.3,400.0,0.1864406779661017,0.23728813559322035,0.3559322033898305,70.0,80.0,97.0,50.0,50.0,50.0,0.22,0.28,0.42,0.16176470588235295,0.20588235294117646,0.3088235294117647,0.5578101694915254
0.3,500.0,0.19999999999999998,0.2545454545454545,0.3636363636363637,69.0,75.0,94.0,42.0,42.0,42.0,0.2619047619047619,0.3333333333333333,0.47619047619047616,0.16176470588235295,0.20588235294117646,0.29411764705882354,0.5842181818181819
0.5,0.0,0.24390243902439027,0.32926829268292684,0.451219512195122,49.0,80.0,99.0,96.0,96.0,96.0,0.20833333333333334,0.28125,0.3854166666666667,0.29411764705882354,0.39705882352941174,0.5441176470588235,0.7396682926829269
0.5,80.0,0.2368421052631579,0.32894736842105265,0.4605263157894737,59.0,80.0,101.0,84.0,84.0,84.0,0.21428571428571427,0.2976190476190476,0.4166666666666667,0.2647058823529412,0.36764705882352944,0.5147058823529411,0.7451263157894736
0.5,90.0,0.2368421052631579,0.32894736842105265,0.4605263157894737,59.0,80.0,101.0,84.0,84.0,84.0,0.21428571428571427,0.2976190476190476,0.4166666666666667,0.2647058823529412,0.36764705882352944,0.5147058823529411,0.7451263157894736
0.5,100.0,0.2368421052631579,0.32894736842105265,0.4605263157894737,59.0,80.0,101.0,84.0,84.0,84.0,0.21428571428571427,0.2976190476190476,0.4166666666666667,0.2647058823529412,0.36764705882352944,0.5147058823529411,0.7451263157894736
0.5,110.0,0.2602739726027397,0.34246575342465757,0.4794520547945206,49.0,80.0,99.0,78.0,78.0,78.0,0.24358974358974358,0.32051282051282054,0.44871794871794873,0.27941176470588236,0.36764705882352944,0.5147058823529411,0.7836876712328767
0.5,120.0,0.2602739726027397,0.34246575342465757,0.4794520547945206,49.0,80.0,99.0,78.0,78.0,78.0,0.24358974358974358,0.32051282051282054,0.44871794871794873,0.27941176470588236,0.36764705882352944,0.5147058823529411,0.7836876712328767
0.5,130.0,0.2602739726027397,0.34246575342465757,0.4794520547945206,49.0,80.0,99.0,78.0,78.0,78.0,0.24358974358974358,0.32051282051282054,0.44871794871794873,0.27941176470588236,0.36764705882352944,0.5147058823529411,0.7836876712328767
0.5,140.0,0.2602739726027397,0.34246575342465757,0.4794520547945206,49.0,80.0,99.0,78.0,78.0,78.0,0.24358974358974358,0.32051282051282054,0.44871794871794873,0.27941176470588236,0.36764705882352944,0.5147058823529411,0.7836876712328767
0.5,150.0,0.2602739726027397,0.34246575342465757,0.4794520547945206,49.0,80.0,99.0,78.0,78.0,78.0,0.24358974358974358,0.32051282051282054,0.44871794871794873,0.27941176470588236,0.36764705882352944,0.5147058823529411,0.7836876712328767
0.5,200.0,0.2608695652173913,0.3043478260869565,0.46376811594202894,59.0,70.0,99.0,70.0,70.0,70.0,0.2571428571428571,0.3,0.45714285714285713,0.2647058823529412,0.3088235294117647,0.47058823529411764,0.7415594202898551
0.5,300.0,0.22222222222222224,0.253968253968254,0.39682539682539686,69.5,75.0,97.0,58.0,58.0,58.0,0.2413793103448276,0.27586206896551724,0.43103448275862066,0.20588235294117646,0.23529411764705882,0.36764705882352944,0.6246920634920636
0.5,400.0,0.1896551724137931,0.2413793103448276,0.3793103448275862,70.0,80.0,99.0,48.0,48.0,48.0,0.22916666666666666,0.2916666666666667,0.4583333333333333,0.16176470588235295,0.20588235294117646,0.3235294117647059,0.5845379310344828
0.5,500.0,0.19999999999999998,0.2545454545454545,0.38181818181818183,69.0,75.0,97.0,42.0,42.0,42.0,0.2619047619047619,0.3333333333333333,0.5,0.16176470588235295,0.20588235294117646,0.3088235294117647,0.6012
0.75,0.0,0.26865671641791045,0.3283582089552239,0.46268656716417916,59.0,75.0,99.0,66.0,66.0,66.0,0.2727272727272727,0.3333333333333333,0.4696969696969697,0.2647058823529412,0.3235294117647059,0.45588235294117646,0.7604000000000001
0.75,80.0,0.27272727272727276,0.33333333333333337,0.4696969696969697,59.0,75.0,99.0,64.0,64.0,64.0,0.28125,0.34375,0.484375,0.2647058823529412,0.3235294117647059,0.45588235294117646,0.7725212121212123
0.75,90.0,0.27272727272727276,0.33333333333333337,0.4696969696969697,59.0,75.0,99.0,64.0,64.0,64.0,0.28125,0.34375,0.484375,0.2647058823529412,0.3235294117647059,0.45588235294117646,0.7725212121212123
0.75,100.0,0.27272727272727276,0.33333333333333337,0.4696969696969697,59.0,75.0,99.0,64.0,64.0,64.0,0.28125,0.34375,0.484375,0.2647058823529412,0.3235294117647059,0.45588235294117646,0.7725212121212123
0.75,110.0,0.27272727272727276,0.33333333333333337,0.4696969696969697,59.0,75.0,99.0,64.0,64.0,64.0,0.28125,0.34375,0.484375,0.2647058823529412,0.3235294117647059,0.45588235294117646,0.7725212121212123
0.75,120.0,0.27272727272727276,0.33333333333333337,0.4696969696969697,59.0,75.0,99.0,64.0,64.0,64.0,0.28125,0.34375,0.484375,0.2647058823529412,0.3235294117647059,0.45588235294117646,0.7725212121212123
0.75,130.0,0.27272727272727276,0.33333333333333337,0.4696969696969697,59.0,75.0,99.0,64.0,64.0,64.0,0.28125,0.34375,0.484375,0.2647058823529412,0.3235294117647059,0.45588235294117646,0.7725212121212123
0.75,140.0,0.27272727272727276,0.33333333333333337,0.4696969696969697,59.0,75.0,99.0,64.0,64.0,64.0,0.28125,0.34375,0.484375,0.2647058823529412,0.3235294117647059,0.45588235294117646,0.7725212121212123
0.75,150.0,0.27272727272727276,0.33333333333333337,0.4696969696969697,59.0,75.0,99.0,64.0,64.0,64.0,0.28125,0.34375,0.484375,0.2647058823529412,0.3235294117647059,0.45588235294117646,0.7725212121212123
0.75,200.0,0.24193548387096775,0.2903225806451613,0.43548387096774194,69.0,75.0,99.0,56.0,56.0,56.0,0.26785714285714285,0.32142857142857145,0.48214285714285715,0.22058823529411764,0.2647058823529412,0.39705882352941174,0.695883870967742
0.75,300.0,0.20689655172413793,0.2413793103448276,0.3793103448275862,69.5,75.0,98.0,48.0,48.0,48.0,0.25,0.2916666666666667,0.4583333333333333,0.17647058823529413,0.20588235294117646,0.3235294117647059,0.5918344827586207
0.75,400.0,0.17857142857142858,0.23214285714285712,0.375,69.5,80.0,101.0,44.0,44.0,44.0,0.22727272727272727,0.29545454545454547,0.4772727272727273,0.14705882352941177,0.19117647058823528,0.3088235294117647,0.5685285714285714
0.75,500.0,0.18518518518518517,0.24074074074074078,0.37037037037037035,59.5,70.0,99.0,40.0,40.0,40.0,0.25,0.325,0.5,0.14705882352941177,0.19117647058823528,0.29411764705882354,0.573362962962963
